"","NETWORK","PI","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES"
"4887","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","ASRU","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4888","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","ASRU","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4889","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","ASRU","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4890","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","CABO","0-20","I",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4891","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","CABO","20-0","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4892","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","CABO","20-40","I",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4893","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","CABO","40-20","O",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4894","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","CAIR","0-20","I",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4895","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","CAIR","20-0","O",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4896","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","CAIR","20-40","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4897","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","CAIR","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4898","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","HESA","0-20","I",NA,2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4899","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","HESA","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4900","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","HESA","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4901","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","HESA","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4902","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","HOAM","0-20","I",NA,5,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4903","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","HOAM","20-0","O",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4904","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","HOAM","20-40","I",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4905","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","HOAM","40-20","O",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4906","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","MYSP","0-20","I",NA,6,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4907","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","MYSP","20-0","O",NA,0,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4908","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","MYSP","20-40","I",NA,2,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4909","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","MYSP","40-20","O",NA,0,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4910","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","PHGU","0-20","I",NA,6,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4911","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","PHGU","20-0","O",NA,4,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4912","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","PHGU","20-40","I",NA,11,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4913","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","PHGU","40-20","O",NA,7,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4914","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","TAAD","0-20","I",NA,1,20,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_swath",NA
"4915","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","TAAD","20-0","O",NA,0,20,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_swath",NA
"4916","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","TAAD","20-40","I",NA,2,20,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_swath",NA
"4917","KEEN ONE","Byrnes",2015,8,12,"NW Appledore","Sandpiper Beach","TAAD","40-20","O",NA,0,20,"Fish","Chordates","Fish",NA,"Cunner","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Tautogolabrus","Tautogolabrus adspersus","keen_swath",NA
"4918","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_swath",NA
"4919","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","20-0","O",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_swath",NA
"4920","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_swath",NA
"4921","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASFO","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_swath",NA
"4922","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4923","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4924","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4925","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","ASRU","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4926","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","0-20","I",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4927","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4928","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","20-40","I",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4929","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CABO","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4930","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","0-20","I",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4931","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4932","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4933","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","CAIR","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4934","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","0-20","I",NA,4,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4935","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","20-0","O",NA,4,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4936","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","20-40","I",NA,2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4937","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HESA","40-20","O",NA,4,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4938","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HOAM","0-20","I",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4939","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HOAM","20-0","O",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4940","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HOAM","20-40","I",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4941","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","HOAM","40-20","O",NA,6,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4942","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","MYSP","0-20","I",NA,1,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4943","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","MYSP","20-0","O",NA,0,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4944","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","MYSP","20-40","I",NA,0,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4945","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","MYSP","40-20","O",NA,0,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4946","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","PHGU","0-20","I",NA,3,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4947","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","PHGU","20-0","O",NA,1,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4948","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","PHGU","20-40","I",NA,5,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4949","KEEN ONE","Byrnes",2015,8,11,"SW Appledore","North Pepperrell","PHGU","40-20","O",NA,0,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4950","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","ASFO","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_swath",NA
"4951","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","ASFO","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_swath",NA
"4952","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","ASFO","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_swath",NA
"4953","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","ASFO","40-20","O",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Forbes Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias forbesi","keen_swath",NA
"4954","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","ASRU","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4955","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","ASRU","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4956","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","ASRU","20-40","I",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4957","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","ASRU","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4958","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","CABO","0-20","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4959","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","CABO","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4960","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","CABO","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4961","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","CABO","40-20","O",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4962","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","CAIR","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4963","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","CAIR","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4964","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","CAIR","20-40","I",NA,6,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4965","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","CAIR","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4966","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","HESA","0-20","I",NA,2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4967","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","HESA","20-0","O",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4968","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","HESA","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4969","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","HESA","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4970","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","HOAM","0-20","I",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4971","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","HOAM","20-0","O",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4972","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","HOAM","20-40","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4973","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","HOAM","40-20","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4974","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","MYSP","0-20","I",NA,0,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4975","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","MYSP","20-0","O",NA,0,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4976","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","MYSP","20-40","I",NA,2,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4977","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","MYSP","40-20","O",NA,0,20,"Fish","Chordates","Fish","<10cm","Sculpin","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Cottidae","Myoxocephalus","Myoxocephalus","keen_swath",NA
"4978","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","PHGU","0-20","I",NA,2,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4979","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","PHGU","20-0","O",NA,3,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4980","KEEN ONE","Byrnes",2015,8,12,"SW Appledore","South Pepperrell","PHGU","20-40","I",NA,7,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
