"","X","NETWORK","PI","YEAR_MONTH_DAY_TRANSECT","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES"
"4120",4971,"KEEN ONE","Byrnes","2015_8_12_South Pepperrell",2015,8,12,"SW Appledore","South Pepperrell","HOAM","20-0","O",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4121",4972,"KEEN ONE","Byrnes","2015_8_12_South Pepperrell",2015,8,12,"SW Appledore","South Pepperrell","HOAM","20-40","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4122",4973,"KEEN ONE","Byrnes","2015_8_12_South Pepperrell",2015,8,12,"SW Appledore","South Pepperrell","HOAM","40-20","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4123",4978,"KEEN ONE","Byrnes","2015_8_12_South Pepperrell",2015,8,12,"SW Appledore","South Pepperrell","PHGU","0-20","I",NA,2,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4124",4979,"KEEN ONE","Byrnes","2015_8_12_South Pepperrell",2015,8,12,"SW Appledore","South Pepperrell","PHGU","20-0","O",NA,3,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4125",4980,"KEEN ONE","Byrnes","2015_8_12_South Pepperrell",2015,8,12,"SW Appledore","South Pepperrell","PHGU","20-40","I",NA,7,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4126",4981,"KEEN ONE","Byrnes","2015_8_12_South Pepperrell",2015,8,12,"SW Appledore","South Pepperrell","PHGU","40-20","O",NA,1,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4127",4986,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","ASRU","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4128",4987,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","ASRU","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4129",4988,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","ASRU","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4130",4989,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","ASRU","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4131",4990,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CABO","0-20","I",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4132",4991,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CABO","20-0","O",NA,5,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4133",4992,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CABO","20-40","I",NA,5,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4134",4993,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CABO","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4135",4994,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CAIR","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4136",4995,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CAIR","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4137",4996,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CAIR","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4138",4997,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CAIR","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4139",4998,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CAMA","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","keen_swath",NA
"4140",4999,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CAMA","20-0","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","keen_swath",NA
"4141",5000,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CAMA","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","keen_swath",NA
"4142",5001,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","CAMA","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","keen_swath",NA
"4143",5006,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","HESA","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4144",5007,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","HESA","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4145",5008,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","HESA","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4146",5009,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","HESA","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4147",5010,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","HOAM","0-20","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4148",5011,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","HOAM","20-0","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4149",5012,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","HOAM","20-40","I",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4150",5013,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","HOAM","40-20","O",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4151",5018,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","PHGU","0-20","I",NA,1,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4152",5019,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","PHGU","20-0","O",NA,14,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4153",5020,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","PHGU","20-40","I",NA,1,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4154",5021,"KEEN ONE","Byrnes","2015_8_13_North Smith's Cove",2015,8,13,"SW Appledore","North Smith's Cove","PHGU","40-20","O",NA,11,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4155",5026,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","ASRU","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4156",5027,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","ASRU","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4157",5028,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","ASRU","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4158",5029,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","ASRU","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4159",5030,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CABO","0-20","I",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4160",5031,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CABO","20-0","O",NA,6,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4161",5032,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CABO","20-40","I",NA,6,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4162",5033,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CABO","40-20","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4163",5034,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CAIR","0-20","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4164",5035,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CAIR","20-0","O",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4165",5036,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CAIR","20-40","I",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4166",5037,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CAIR","40-20","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4167",5038,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CAMA","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","keen_swath",NA
"4168",5039,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CAMA","20-0","O",NA,1,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","keen_swath",NA
"4169",5040,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CAMA","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","keen_swath",NA
"4170",5041,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","CAMA","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Green Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Carcinidae","Carcinus","Carcinus maenas","keen_swath",NA
"4171",5042,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","HESA","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4172",5043,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","HESA","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4173",5044,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","HESA","20-40","I",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4174",5045,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","HESA","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4175",5046,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","HOAM","0-20","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4176",5047,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","HOAM","20-0","O",NA,3,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4177",5048,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","HOAM","20-40","I",NA,5,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4178",5049,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","HOAM","40-20","O",NA,4,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4179",5054,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","PHGU","0-20","I",NA,0,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4180",5055,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","PHGU","20-0","O",NA,2,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4181",5056,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","PHGU","20-40","I",NA,1,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4182",5057,"KEEN ONE","Byrnes","2015_8_13_South Smith's Cove",2015,8,13,"SW Appledore","South Smith's Cove","PHGU","40-20","O",NA,2,20,"Fish","Chordates","Fish",NA,"Rock gunnel","Animalia","Chordata","Actinopterygii","Perciformes","Pholidae","Pholis","Pholis gunnellus","keen_swath",NA
"4183",5062,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","ASRU","0-20","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4184",5063,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","ASRU","20-0","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4185",5064,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","ASRU","20-40","I",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4186",5065,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","ASRU","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Common Star","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias","Asterias rubens","keen_swath",NA
"4187",5066,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","CABO","0-20","I",NA,7,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4188",5067,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","CABO","20-0","O",NA,5,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4189",5068,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","CABO","20-40","I",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4190",5069,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","CABO","40-20","O",NA,2,20,"Invertebrate","Arthropods","Crustaceans",NA,"Jonah Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer borealis","keen_swath",NA
"4191",5070,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","CAIR","0-20","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4192",5071,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","CAIR","20-0","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4193",5072,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","CAIR","20-40","I",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4194",5073,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","CAIR","40-20","O",NA,0,20,"Invertebrate","Arthropods","Crustaceans",NA,"Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_swath",NA
"4195",5078,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","HESA","0-20","I",NA,1,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4196",5079,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","HESA","20-0","O",NA,6,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4197",5080,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","HESA","20-40","I",NA,2,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4198",5081,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","HESA","40-20","O",NA,0,20,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_swath",NA
"4199",5082,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","HOAM","0-20","I",NA,5,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4200",5083,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","HOAM","20-0","O",NA,5,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4201",5084,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","HOAM","20-40","I",NA,7,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
"4202",5085,"KEEN ONE","Byrnes","2016_8_8_Broad Cove",2016,8,8,"NE Appledore","Broad Cove","HOAM","40-20","O",NA,9,20,"Invertebrate","Arthropods","Crustaceans",NA,"American lobster","Animalia","Arthropoda","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","keen_swath",NA
