sourceTaxonName2,targetTaxonName2,sourceTaxon_zone,targetTaxon_zone,interactionTypeName,Paper ID,Reference DOI,sourceTaxonName,targetTaxonName,localityName,decimalLatitude,decimalLongitude,observationDateTime,Reference ISBN,Notes,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Morone saxatilis,Tautoga onitis,Subtidal,Subtidal,eats,NA,NA,Morone saxatilis,Tautoga onitis,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:458,Actinopterygii | Perciformes | Labridae | Tautoga | Tautoga onitis,NA,NA,NA,NA,NA
Morone saxatilis,Tautoga onitis,Subtidal,Subtidal,preys on,224,NA,Morone saxatilis,Tautoga onitis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Ulvaria,Subtidal,Subtidal,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Morone saxatilis,Ulvaria subbifurcata,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morone saxatilis,Urophycis regia,Subtidal,Subtidal,eats,NA,NA,Morone saxatilis,Urophycis regia,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,FBC:FB:SpecCode:1883,Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Morone saxatilis,Urophycis regia,Subtidal,Subtidal,preys on,226,NA,Morone saxatilis,Urophycis regia,Chesapeake bay,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Amphipoda,Subtidal,Both,eats,NA,NA,Myoxocephalus scorpius,Amphipoda,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:1158,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
Myoxocephalus,Anomia simplex,Subtidal,Both,preys on,485,NA,Anomia simplex,Myoxocephalus octodecemspinosus,Gulf of Maine,44.196802,-68.935526,2006-2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Cancer borealis,Subtidal,Subtidal,eats,NA,NA,Myoxocephalus octodecemspinosus,Cancer borealis,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:SLB:SpecCode:26783,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
Myoxocephalus,Cancer borealis,Subtidal,Subtidal,preys on,232,NA,Myoxocephalus octodecemspinosus,Cancer borealis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Cancer irroratus,Subtidal,Subtidal,eats,NA,NA,Myoxocephalus octodecemspinosus,Cancer irroratus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Myoxocephalus,Cancer irroratus,Subtidal,Subtidal,preys on,179,10.1002/tafs.10021,Myoxocephalus octodecemspinosus,Cancer irroratus,Northumerland Strait,NA,NA,1999-2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Carcinus maenas,Subtidal,Both,preys on,NA,NA,Myoxocephalus scorpius,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Myoxocephalus,Homarus americanus,Subtidal,Subtidal,preys on,179,10.1002/tafs.10021,Myoxocephalus scorpius,Homarus americanus,Northumerland Strait,NA,NA,1999-2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Idotea balthica,Subtidal,Intertidal,eats,NA,NA,Myoxocephalus scorpius,Idotea balthica,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:343405,Animalia | Arthropoda | Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,NA,NA,NA,NA
Myoxocephalus,Isopods,Subtidal,Intertidal,eats,NA,NA,Myoxocephalus scorpius,Isopoda,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:1329,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,ITIS:92120,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda,NA,NA,NA,NA,NA
Myoxocephalus,Myoxocephalus,Subtidal,Subtidal,eats,NA,NA,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA
Myoxocephalus,Myoxocephalus,Subtidal,Subtidal,preys on,197,10.3354/meps230001,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Myoxocephalus octodecemspinosus,Subtidal,Subtidal,eats,NA,NA,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA
Myoxocephalus,Myoxocephalus octodecemspinosus,Subtidal,Subtidal,preys on,197,10.3354/meps230001,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Myoxocephalus scorpius,Subtidal,Subtidal,preys on,NA,NA,Myoxocephalus scorpius,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Myoxocephalus,Mytilus edulis,Subtidal,Both,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Myoxocephalus octodecemspinosus,Mytilus edulis,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Ophiopholis aculeata,Subtidal,Subtidal,preys on,NA,NA,Myoxocephalus scorpius,Ophiopholis aculeata,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
Myoxocephalus,Pagurus acadianus,Subtidal,Intertidal,preys on,204,10.1016/j.jembe.2014.09.009,Myoxocephalus octodecemspinosus,Pagurus acadianus,Closed Area II Georges Bank,NA,NA,2004-2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Semibalanus balanoides,Subtidal,Intertidal,preys on,236,10.2307/5416,Myoxocephalus scorpius,Semibalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Strongylocentrotus droebachiensis,Subtidal,Both,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Myoxocephalus octodecemspinosus,Strongylocentrotus droebachiensis,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus,Tautogolabrus adspersus,Subtidal,Subtidal,preys on,179,10.1002/tafs.10021,Myoxocephalus scorpius,Tautogolabrus adspersus,Northumerland Strait,NA,NA,1999-2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Anomia simplex,Subtidal,Both,preys on,485,NA,Anomia simplex,Myoxocephalus octodecemspinosus,Gulf of Maine,44.196802,-68.935526,2006-2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer borealis,Subtidal,Subtidal,eats,NA,NA,Myoxocephalus octodecemspinosus,Cancer borealis,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:SLB:SpecCode:26783,Malacostraca | Decapoda | Cancridae | Cancer | Cancer borealis,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer borealis,Subtidal,Subtidal,preys on,232,NA,Myoxocephalus octodecemspinosus,Cancer borealis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer irroratus,Subtidal,Subtidal,eats,NA,NA,Myoxocephalus octodecemspinosus,Cancer irroratus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Cancer irroratus,Subtidal,Subtidal,preys on,179,10.1002/tafs.10021,Myoxocephalus octodecemspinosus,Cancer irroratus,Northumerland Strait,NA,NA,1999-2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Homarus americanus,Subtidal,Subtidal,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Myoxocephalus octodecemspinosus,Homarus americanus,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Myoxocephalus,Subtidal,Subtidal,eats,NA,NA,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Myoxocephalus,Subtidal,Subtidal,preys on,197,10.3354/meps230001,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,Subtidal,Subtidal,eats,NA,NA,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,Subtidal,Subtidal,preys on,197,10.3354/meps230001,Myoxocephalus octodecemspinosus,Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Mytilus edulis,Subtidal,Both,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Myoxocephalus octodecemspinosus,Mytilus edulis,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Pagurus acadianus,Subtidal,Intertidal,preys on,204,10.1016/j.jembe.2014.09.009,Myoxocephalus octodecemspinosus,Pagurus acadianus,Closed Area II Georges Bank,NA,NA,2004-2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus octodecemspinosus,Strongylocentrotus droebachiensis,Subtidal,Both,preys on,2386,https://www.proquest.com/docview/224151108?pq-origsite=gscholar&fromopenview=true,Myoxocephalus octodecemspinosus,Strongylocentrotus droebachiensis,"Pemaquid Point, Maine",43.83121033,-69.51379033,August 1984 - October 2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Amphipoda,Subtidal,Both,eats,NA,NA,Myoxocephalus scorpius,Amphipoda,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:1158,Animalia | Arthropoda | Malacostraca | Amphipoda,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Anomia simplex,Subtidal,Both,preys on,485,NA,Anomia simplex,Myoxocephalus scorpius,Gulf of Maine,44.196802,-68.935526,2006-2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Cancer irroratus,Subtidal,Subtidal,preys on,179,10.1002/tafs.10021,Myoxocephalus scorpius,Cancer irroratus,Northumerland Strait,NA,NA,1999-2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Carcinus maenas,Subtidal,Both,preys on,NA,NA,Myoxocephalus scorpius,Carcinus maenas,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Homarus americanus,Subtidal,Subtidal,preys on,179,10.1002/tafs.10021,Myoxocephalus scorpius,Homarus americanus,Northumerland Strait,NA,NA,1999-2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Idotea balthica,Subtidal,Intertidal,eats,NA,NA,Myoxocephalus scorpius,Idotea balthica,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:343405,Animalia | Arthropoda | Malacostraca | Isopoda | Idoteidae | Idotea | Idotea balthica,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Isopods,Subtidal,Intertidal,eats,NA,NA,Myoxocephalus scorpius,Isopoda,NA,NA,NA,NA,NA,NA,FBC:FB:SpecCode:1329,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,ITIS:92120,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Crustacea | Malacostraca | Eumalacostraca | Peracarida | Isopoda,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Myoxocephalus,Subtidal,Subtidal,preys on,NA,NA,Myoxocephalus scorpius,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Myoxocephalus scorpius,Subtidal,Subtidal,preys on,NA,NA,Myoxocephalus scorpius,Myoxocephalus scorpius,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Ophiopholis aculeata,Subtidal,Subtidal,preys on,NA,NA,Myoxocephalus scorpius,Ophiopholis aculeata,NA,NA,NA,NA,NA,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,FBC:SLB:SpecCode:49064,Ophiuroidea | Ophiurida | Ophiactidae | Ophiopholis | Ophiopholis aculeata,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Semibalanus balanoides,Subtidal,Intertidal,preys on,236,10.2307/5416,Myoxocephalus scorpius,Semibalanus balanoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myoxocephalus scorpius,Tautogolabrus adspersus,Subtidal,Subtidal,preys on,179,10.1002/tafs.10021,Myoxocephalus scorpius,Tautogolabrus adspersus,Northumerland Strait,NA,NA,1999-2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mytilus edulis,Mytilus edulis,Both,Both,preys on,NA,NA,Mytilus edulis,Mytilus edulis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:47622,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,FBC:SLB:SpecCode:47622,Bivalvia | Mytiloida | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Mytilus edulis,Obelia,Both,Subtidal,preys on,NA,NA,Mytilus edulis,Obelia geniculata,NA,NA,NA,NA,NA,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,EOL_V2:203229,Animalia | Cnidaria | Hydrozoa | Leptothecata | Campanulariidae | Obelia | Obelia geniculata,NA,NA,NA,NA,NA
Nucella lapillus,Barnacle,Intertidal,Subtidal,preys on,NA,10.1016/j.jembe.2010.10.005,Nucella lapillus,Barnacle sp.,"Damariscotta River, ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella lapillus,Colpomenia peregrina,Intertidal,Both,eats,NA,NA,Nucella lapillus,Colpomenia peregrina,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,NA,NA,NA,NA
Nucella lapillus,Corallina officinalis,Intertidal,Both,eats,NA,NA,Nucella lapillus,Corallina officinalis,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,NA,NA,NA,NA
Nucella lapillus,Desmarestia aculeata,Intertidal,Subtidal,eats,NA,NA,Nucella lapillus,Desmarestia aculeata,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,FBC:SLB:SpecCode:118219,Phaeophyceae | Desmarestiales | Desmarestiaceae | Desmarestia | Desmarestia aculeata,NA,NA,NA,NA,NA
Nucella lapillus,Fucus vesiculosus,Intertidal,Intertidal,eats,NA,NA,Nucella lapillus,Fucus vesiculosus,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL:893114,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Fucus | Fucus vesiculosus,NA,NA,NA,NA,NA
Nucella lapillus,Littorina littorea,Intertidal,Intertidal,preys on,314,10.1016/0022-0981(84)90050-9,Nucella lapillus,Littorina littorea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella lapillus,Littorina obtusata,Intertidal,Intertidal,eats,NA,NA,Nucella lapillus,Littorina obtusata,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL:619397,Animalia | Mollusca | Gastropoda | Littorinimorpha | Littorinoidea | Littorinidae | Littorina | Littorina obtusata,NA,NA,NA,NA,NA
Nucella lapillus,Littorina obtusata,Intertidal,Intertidal,preys on,949,NA,Nucella lapillus,Littorina obtusata,Gulf of Maine,42.9470321,-69.5034989,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella lapillus,Littorina saxatilis,Intertidal,Intertidal,preys on,921,10.2307/1942563,Nucella lapillus,Littorina saxatilis,Grindstone Neck,44.3825945,-86.0255281,1972-1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella lapillus,Mytilus edulis,Intertidal,Both,eats,NA,NA,Nucella lapillus,Mytilus edulis,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Nucella lapillus,Mytilus edulis,Intertidal,Both,preys on,NA,10.1016/j.jembe.2010.10.005,Nucella lapillus,Mytilus edulis,"Damariscotta River, ME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella lapillus,Nucella lapillus,Intertidal,Intertidal,preys on,921,10.2307/1942563,Nucella lapillus,Nucella lapillus,Grindstone Neck,44.3825945,-86.0255281,1972-1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella lapillus,Ostrea edulis,Intertidal,Both,preys on,167,NA,Nucella lapillus,Ostrea edulis,Great Bay Estuary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella lapillus,Palmaria palmata,Intertidal,Subtidal,eats,NA,NA,Nucella lapillus,Palmaria palmata,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,NA,NA,NA,NA
Nucella lapillus,Semibalanus balanoides,Intertidal,Intertidal,eats,NA,NA,Nucella lapillus,Semibalanus balanoides,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,FBC:SLB:SpecCode:32301,Maxillopoda | Sessilia | Archaeobalanidae | Semibalanus | Semibalanus balanoides,NA,NA,NA,NA,NA
Nucella lapillus,Semibalanus balanoides,Intertidal,Intertidal,preys on,115,10.1890/0012-9658(2003)084[0629:TMEIRI]2.0.CO;2,Nucella lapillus,Semibalanus balanoides,Minas Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nucella lapillus,Spirorbis,Intertidal,Intertidal,eats,NA,NA,Nucella lapillus,Spirorbis,NA,NA,NA,NA,NA,NA,FBC:SLB:SpecCode:5100,Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,EOL:52351,Animalia | Annelida | Polychaeta | Sabellida | Serpulidae | Spirorbis,NA,NA,NA,NA,NA
Nucella lapillus,Spirorbis,Intertidal,Intertidal,preys on,NA,NA,Nucella lapillus,Spirorbis,NA,NA,NA,NA,NA,NA,NBN:NBNSYS0000188539,Biota | Animalia | Mollusca | Gastropoda | Neogastropoda | Muricidae | Nucella | Nucella lapillus,NA,NBN:NBNSYS0000178102,Animalia | Annelida | Polychaeta | Sabellida | Serpulidae | Spirorbis,NA,NA,NA,NA,NA
Nucella lapillus,Tectura testinalis,Intertidal,Intertidal,eats,NA,NA,Nucella lapillus,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Nucella lapillus,Tectura testinalis,Intertidal,Intertidal,preys on,NA,NA,Nucella lapillus,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Nucella lapillus,Testudinalia testudinalis,Intertidal,Both,eats,NA,NA,Nucella lapillus,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Nucella lapillus,Testudinalia testudinalis,Intertidal,Both,preys on,NA,NA,Nucella lapillus,Testudinalia testudinalis,NA,NA,NA,NA,NA,NA,EOL:502990,Animalia | Mollusca | Gastropoda | Neogastropoda | Muricoidea | Muricidae | Nucella | Nucella lapillus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
